time (min), RI signal
16.70667,20.856
16.70833,20.603
16.71,20.228
16.71167,19.925
16.71333,19.624
16.715,19.331
16.71667,19.098
16.71833,18.756
16.72,18.473
16.72167,18.196
16.72333,17.923
16.725,17.736
16.72667,17.394
16.72833,17.136
16.73,16.881
16.73167,16.631
16.73333,16.459
16.735,16.145
16.73667,15.907
16.73833,15.673
16.74,15.441
16.74167,15.259
16.74333,14.992
16.745,14.773
16.74667,14.56
16.74833,14.35
16.75,14.184
16.75167,13.938
16.75333,13.739
16.755,13.541
16.75667,13.347
16.75833,13.213
16.76,12.969
16.76167,12.786
16.76333,12.607
16.765,12.43
16.76667,12.308
16.76833,12.084
16.77,11.914
16.77167,11.749
16.77333,11.585
16.775,11.456
16.77667,11.266
16.77833,11.113
16.78,10.961
16.78167,10.813
16.78333,10.71
16.785,10.523
16.78667,10.381
16.78833,10.243
16.79,10.107
16.79167,10
16.79333,9.842
16.795,9.711
16.79667,9.583
16.79833,9.458
16.8,9.36
16.80167,9.215
16.80333,9.095
16.805,8.979
16.80667,8.863
16.80833,8.772
16.81,8.638
16.81167,8.529
16.81333,8.42
16.815,8.315
16.81667,8.232
16.81833,8.109
16.82,8.008
16.82167,7.908
16.82333,7.812
16.825,7.745
16.82667,7.625
16.82833,7.534
16.83,7.444
16.83167,7.355
16.83333,7.286
16.835,7.184
16.83667,7.1
16.83833,7.015
16.84,6.931
16.84167,6.867
16.84333,6.771
16.845,6.693
16.84667,6.615
16.84833,6.54
16.85,6.481
16.85167,6.392
16.85333,6.319
16.855,6.248
16.85667,6.178
16.85833,6.122
16.86,6.041
16.86167,5.975
16.86333,5.91
16.865,5.846
16.86667,5.795
16.86833,5.719
16.87,5.658
16.87167,5.598
16.87333,5.538
16.875,5.491
16.87667,5.423
16.87833,5.366
16.88,5.311
16.88167,5.253
16.88333,5.209
16.885,5.144
16.88667,5.093
16.88833,5.041
16.89,4.988
16.89167,4.947
16.89333,4.889
16.895,4.839
16.89667,4.792
16.89833,4.745
16.9,4.707
16.90167,4.651
16.90333,4.606
16.905,4.562
16.90667,4.519
16.90833,4.484
16.91,4.433
16.91167,4.392
16.91333,4.35
16.915,4.307
16.91667,4.274
16.91833,4.226
16.92,4.185
16.92167,4.145
16.92333,4.106
16.925,4.077
16.92667,4.034
16.92833,3.997
16.93,3.959
16.93167,3.926
16.93333,3.898
16.935,3.856
16.93667,3.82
16.93833,3.787
16.94,3.75
16.94167,3.723
16.94333,3.684
16.945,3.651
16.94667,3.62
16.94833,3.588
16.95,3.565
16.95167,3.527
16.95333,3.497
16.955,3.469
16.95667,3.439
16.95833,3.419
16.96,3.382
16.96167,3.355
16.96333,3.328
16.965,3.3
16.96667,3.278
16.96833,3.245
16.97,3.217
16.97167,3.19
16.97333,3.163
16.975,3.143
16.97667,3.114
16.97833,3.09
16.98,3.066
16.98167,3.043
16.98333,3.023
16.985,2.994
16.98667,2.97
16.98833,2.947
16.99,2.924
16.99167,2.905
16.99333,2.878
16.995,2.854
16.99667,2.831
16.99833,2.809
17,2.792
17.00167,2.767
17.00333,2.747
17.005,2.727
17.00667,2.707
17.00833,2.691
17.01,2.668
17.01167,2.649
17.01333,2.628
17.015,2.61
17.01667,2.594
17.01833,2.569
17.02,2.549
17.02167,2.532
17.02333,2.514
17.025,2.501
17.02667,2.479
17.02833,2.461
17.03,2.443
17.03167,2.426
17.03333,2.415
17.035,2.397
17.03667,2.379
17.03833,2.362
17.04,2.344
17.04167,2.331
17.04333,2.313
17.045,2.296
17.04667,2.279
17.04833,2.264
17.05,2.251
17.05167,2.234
17.05333,2.218
17.055,2.202
17.05667,2.189
17.05833,2.178
17.06,2.162
17.06167,2.146
17.06333,2.132
17.065,2.117
17.06667,2.107
17.06833,2.091
17.07,2.078
17.07167,2.063
17.07333,2.049
17.075,2.04
17.07667,2.024
17.07833,2.009
17.08,1.997
17.08167,1.984
17.08333,1.975
17.085,1.96
17.08667,1.948
17.08833,1.935
17.09,1.923
17.09167,1.912
17.09333,1.897
17.095,1.887
17.09667,1.875
17.09833,1.864
17.1,1.856
17.10167,1.843
17.10333,1.831
17.105,1.82
17.10667,1.808
17.10833,1.801
17.11,1.79
17.11167,1.78
17.11333,1.769
17.115,1.758
17.11667,1.749
17.11833,1.736
17.12,1.726
17.12167,1.714
17.12333,1.703
17.125,1.697
17.12667,1.685
17.12833,1.677
17.13,1.669
17.13167,1.66
17.13333,1.653
17.135,1.642
17.13667,1.631
17.13833,1.622
17.14,1.61
17.14167,1.601
17.14333,1.592
17.145,1.584
17.14667,1.575
17.14833,1.567
17.15,1.562
17.15167,1.552
17.15333,1.543
17.155,1.537
17.15667,1.529
17.15833,1.521
17.16,1.509
17.16167,1.5
17.16333,1.491
17.165,1.484
17.16667,1.478
17.16833,1.468
17.17,1.461
17.17167,1.453
17.17333,1.447
17.175,1.441
17.17667,1.431
17.17833,1.424
17.18,1.418
17.18167,1.411
17.18333,1.407
17.185,1.4
17.18667,1.394
17.18833,1.388
17.19,1.384
17.19167,1.378
17.19333,1.369
17.195,1.362
17.19667,1.355
17.19833,1.347
17.2,1.343
17.20167,1.333
17.20333,1.325
17.205,1.316
17.20667,1.307
17.20833,1.301
17.21,1.295
17.21167,1.29
17.21333,1.284
17.215,1.277
17.21667,1.271
17.21833,1.265
17.22,1.259
17.22167,1.254
17.22333,1.25
17.225,1.246
17.22667,1.239
17.22833,1.232
17.23,1.224
17.23167,1.22
17.23333,1.216
17.235,1.209
17.23667,1.204
17.23833,1.198
17.24,1.192
17.24167,1.186
17.24333,1.179
17.245,1.174
17.24667,1.168
17.24833,1.162
17.25,1.156
17.25167,1.152
17.25333,1.148
17.255,1.143
17.25667,1.137
17.25833,1.133
17.26,1.127
17.26167,1.123
17.26333,1.119
17.265,1.112
17.26667,1.107
17.26833,1.103
17.27,1.097
17.27167,1.092
17.27333,1.087
17.275,1.084
17.27667,1.079
17.27833,1.076
17.28,1.071
17.28167,1.066
17.28333,1.064
17.285,1.057
17.28667,1.051
17.28833,1.048
17.29,1.043
17.29167,1.038
17.29333,1.033
17.295,1.029
17.29667,1.022
17.29833,1.019
17.3,1.016
17.30167,1.012
17.30333,1.009
17.305,1.004
17.30667,1
17.30833,0.999
17.31,0.993
17.31167,0.988
17.31333,0.984
17.315,0.979
17.31667,0.977
17.31833,0.97
17.32,0.966
17.32167,0.962
17.32333,0.957
17.325,0.954
17.32667,0.949
17.32833,0.945
17.33,0.943
17.33167,0.939
17.33333,0.936
17.335,0.931
17.33667,0.926
17.33833,0.921
17.34,0.92
17.34167,0.917
17.34333,0.912
17.345,0.907
17.34667,0.904
17.34833,0.9
17.35,0.898
17.35167,0.891
17.35333,0.889
17.355,0.888
17.35667,0.887
17.35833,0.885
17.36,0.879
17.36167,0.875
17.36333,0.873
17.365,0.869
17.36667,0.865
17.36833,0.863
17.37,0.86
17.37167,0.855
17.37333,0.852
17.375,0.85
17.37667,0.847
17.37833,0.843
17.38,0.839
17.38167,0.835
17.38333,0.832
17.385,0.826
17.38667,0.823
17.38833,0.823
17.39,0.822
17.39167,0.82
17.39333,0.817
17.395,0.813
17.39667,0.81
17.39833,0.808
17.4,0.805
17.40167,0.802
17.40333,0.798
17.405,0.795
17.40667,0.793
17.40833,0.792
17.41,0.79
17.41167,0.785
17.41333,0.78
17.415,0.777
17.41667,0.776
17.41833,0.773
17.42,0.771
17.42167,0.767
17.42333,0.763
17.425,0.76
17.42667,0.757
17.42833,0.757
17.43,0.755
17.43167,0.753
17.43333,0.749
17.435,0.747
17.43667,0.745
17.43833,0.743
17.44,0.741
17.44167,0.739
17.44333,0.736
17.445,0.733
17.44667,0.73
17.44833,0.728
17.45,0.729
17.45167,0.725
17.45333,0.722
17.455,0.718
17.45667,0.715
17.45833,0.712
17.46,0.711
17.46167,0.709
17.46333,0.706
17.465,0.702
17.46667,0.699
17.46833,0.698
17.47,0.697
17.47167,0.694
17.47333,0.691
17.475,0.689
17.47667,0.686
17.47833,0.684
17.48,0.682
17.48167,0.681
17.48333,0.677
17.485,0.673
17.48667,0.668
17.48833,0.667
17.49,0.664
17.49167,0.662
17.49333,0.661
17.495,0.659
17.49667,0.656
17.49833,0.654
17.5,0.651
17.50167,0.648
17.50333,0.647
17.505,0.644
17.50667,0.643
17.50833,0.642
17.51,0.639
17.51167,0.639
17.51333,0.637
17.515,0.633
17.51667,0.632
17.51833,0.629
17.52,0.625
17.52167,0.621
17.52333,0.618
17.525,0.617
17.52667,0.616
17.52833,0.613
17.53,0.611
17.53167,0.607
17.53333,0.604
17.535,0.602
17.53667,0.598
17.53833,0.595
17.54,0.593
17.54167,0.591
17.54333,0.591
17.545,0.591
17.54667,0.588
17.54833,0.585
17.55,0.582
17.55167,0.579
17.55333,0.577
17.555,0.574
17.55667,0.571
17.55833,0.57
17.56,0.568
17.56167,0.565
17.56333,0.562
17.565,0.559
17.56667,0.557
17.56833,0.555
17.57,0.553
17.57167,0.553
17.57333,0.551
17.575,0.55
17.57667,0.548
17.57833,0.547
17.58,0.545
17.58167,0.544
17.58333,0.544
17.585,0.543
17.58667,0.539
17.58833,0.534
17.59,0.532
17.59167,0.532
17.59333,0.531
17.595,0.53
17.59667,0.528
17.59833,0.526
17.6,0.525
17.60167,0.523
17.60333,0.522
17.605,0.52
17.60667,0.517
17.60833,0.517
17.61,0.515
17.61167,0.514
17.61333,0.513
17.615,0.511
17.61667,0.508
17.61833,0.505
17.62,0.504
17.62167,0.501
17.62333,0.501
17.625,0.499
17.62667,0.496
17.62833,0.495
17.63,0.492
17.63167,0.491
17.63333,0.491
17.635,0.488
17.63667,0.488
17.63833,0.487
17.64,0.485
17.64167,0.482
17.64333,0.482
17.645,0.482
17.64667,0.481
17.64833,0.48
17.65,0.478
17.65167,0.475
17.65333,0.474
17.655,0.474
17.65667,0.473
17.65833,0.472
17.66,0.469
17.66167,0.468
17.66333,0.467
17.665,0.465
17.66667,0.465
17.66833,0.464
17.67,0.463
17.67167,0.46
17.67333,0.457
17.675,0.457
17.67667,0.456
17.67833,0.454
17.68,0.454
17.68167,0.452
17.68333,0.452
17.685,0.45
17.68667,0.45
17.68833,0.45
17.69,0.447
17.69167,0.446
17.69333,0.444
17.695,0.444
17.69667,0.443
17.69833,0.441
17.7,0.442
17.70167,0.441
17.70333,0.439
17.705,0.436
17.70667,0.436
17.70833,0.436
17.71,0.432
17.71167,0.432
17.71333,0.432
17.715,0.432
17.71667,0.431
17.71833,0.43
17.72,0.428
17.72167,0.427
17.72333,0.426
17.725,0.426
17.72667,0.424
17.72833,0.422
17.73,0.421
17.73167,0.42
17.73333,0.418
17.735,0.418
17.73667,0.418
17.73833,0.419
17.74,0.418
17.74167,0.417
17.74333,0.415
17.745,0.415
17.74667,0.413
17.74833,0.411
17.75,0.412
17.75167,0.411
17.75333,0.409
17.755,0.408
17.75667,0.406
17.75833,0.406
17.76,0.405
17.76167,0.405
17.76333,0.403
17.765,0.401
17.76667,0.399
17.76833,0.399
17.77,0.4
17.77167,0.4
17.77333,0.401
17.775,0.4
17.77667,0.398
17.77833,0.397
17.78,0.395
17.78167,0.394
17.78333,0.392
17.785,0.39
17.78667,0.388
17.78833,0.388
17.79,0.387
17.79167,0.389
17.79333,0.388
17.795,0.387
17.79667,0.385
17.79833,0.384
17.8,0.383
17.80167,0.382
17.80333,0.382
17.805,0.382
17.80667,0.382
17.80833,0.381
17.81,0.38
17.81167,0.38
17.81333,0.378
17.815,0.378
17.81667,0.378
17.81833,0.379
17.82,0.379
17.82167,0.375
17.82333,0.375
17.825,0.376
17.82667,0.375
17.82833,0.373
17.83,0.371
17.83167,0.371
17.83333,0.371
17.835,0.37
17.83667,0.368
17.83833,0.368
17.84,0.366
17.84167,0.366
17.84333,0.363
17.845,0.363
17.84667,0.363
17.84833,0.362
17.85,0.362
17.85167,0.361
17.85333,0.362
17.855,0.361
17.85667,0.36
17.85833,0.36
17.86,0.359
17.86167,0.359
17.86333,0.36
17.865,0.36
17.86667,0.36
17.86833,0.359
17.87,0.358
17.87167,0.359
17.87333,0.359
17.875,0.358
17.87667,0.354
17.87833,0.353
17.88,0.354
17.88167,0.351
17.88333,0.351
17.885,0.353
17.88667,0.35
17.88833,0.35
17.89,0.347
17.89167,0.345
17.89333,0.341
17.895,0.342
17.89667,0.341
17.89833,0.341
17.9,0.343
17.90167,0.343
17.90333,0.344
17.905,0.344
17.90667,0.343
17.90833,0.341
17.91,0.336
17.91167,0.334
17.91333,0.332
17.915,0.332
17.91667,0.333
17.91833,0.334
17.92,0.332
17.92167,0.333
17.92333,0.333
17.925,0.333
17.92667,0.333
17.92833,0.333
17.93,0.333
17.93167,0.329
17.93333,0.328
17.935,0.328
17.93667,0.329
17.93833,0.328
17.94,0.325
17.94167,0.325
17.94333,0.324
17.945,0.325
17.94667,0.325
17.94833,0.323
17.95,0.322
17.95167,0.322
17.95333,0.322
17.955,0.321
17.95667,0.319
17.95833,0.318
17.96,0.318
17.96167,0.318
17.96333,0.319
17.965,0.319
17.96667,0.318
17.96833,0.317
17.97,0.316
17.97167,0.315
17.97333,0.313
17.975,0.312
17.97667,0.313
17.97833,0.314
17.98,0.314
17.98167,0.313
17.98333,0.313
17.985,0.311
17.98667,0.311
17.98833,0.31
17.99,0.308
17.99167,0.31
17.99333,0.308
17.995,0.308
17.99667,0.308
17.99833,0.307
18,0.307
18.00167,0.305
18.00333,0.304
18.005,0.303
18.00667,0.302
18.00833,0.303
18.01,0.303
18.01167,0.302
18.01333,0.303
18.015,0.304
18.01667,0.304
18.01833,0.303
18.02,0.302
18.02167,0.301
18.02333,0.301
18.025,0.3
18.02667,0.298
18.02833,0.298
18.03,0.298
18.03167,0.296
18.03333,0.296
18.035,0.296
18.03667,0.294
18.03833,0.295
18.04,0.291
18.04167,0.291
18.04333,0.293
18.045,0.294
18.04667,0.293
18.04833,0.291
18.05,0.291
18.05167,0.289
18.05333,0.287
18.055,0.286
18.05667,0.285
18.05833,0.286
18.06,0.286
18.06167,0.286
18.06333,0.286
18.065,0.287
18.06667,0.287
18.06833,0.287
18.07,0.285
18.07167,0.284
18.07333,0.284
18.075,0.284
18.07667,0.284
18.07833,0.285
18.08,0.286
18.08167,0.284
18.08333,0.283
18.085,0.282
18.08667,0.282
18.08833,0.281
18.09,0.283
18.09167,0.283
18.09333,0.281
18.095,0.28
18.09667,0.28
18.09833,0.279
18.1,0.278
18.10167,0.277
18.10333,0.279
18.105,0.28
18.10667,0.28
18.10833,0.279
18.11,0.279
18.11167,0.277
18.11333,0.276
18.115,0.275
18.11667,0.275
18.11833,0.273
18.12,0.274
18.12167,0.274
18.12333,0.275
18.125,0.276
18.12667,0.277
18.12833,0.276
18.13,0.274
18.13167,0.274
18.13333,0.273
18.135,0.273
18.13667,0.273
18.13833,0.273
18.14,0.272
18.14167,0.27
18.14333,0.265
18.145,0.266
18.14667,0.265
18.14833,0.266
18.15,0.265
18.15167,0.264
18.15333,0.263
18.155,0.261
18.15667,0.262
18.15833,0.263
18.16,0.263
18.16167,0.263
18.16333,0.264
18.165,0.265
18.16667,0.266
18.16833,0.268
18.17,0.269
18.17167,0.268
18.17333,0.266
18.175,0.265
18.17667,0.264
18.17833,0.263
18.18,0.263
18.18167,0.261
18.18333,0.26
18.185,0.262
18.18667,0.262
18.18833,0.262
18.19,0.261
18.19167,0.261
18.19333,0.259
18.195,0.258
18.19667,0.258
18.19833,0.256
18.2,0.255
18.20167,0.254
18.20333,0.254
18.205,0.253
18.20667,0.254
18.20833,0.254
18.21,0.253
18.21167,0.254
18.21333,0.255
18.215,0.256
18.21667,0.255
18.21833,0.256
18.22,0.256
18.22167,0.255
18.22333,0.253
18.225,0.253
18.22667,0.253
18.22833,0.253
18.23,0.252
18.23167,0.253
18.23333,0.253
18.235,0.254
18.23667,0.253
18.23833,0.253
18.24,0.255
18.24167,0.255
18.24333,0.252
18.245,0.25
18.24667,0.251
18.24833,0.251
18.25,0.251
18.25167,0.252
18.25333,0.251
18.255,0.25
18.25667,0.251
18.25833,0.252
18.26,0.252
18.26167,0.252
18.26333,0.251
18.265,0.25
18.26667,0.251
18.26833,0.251
18.27,0.25
18.27167,0.251
18.27333,0.25
18.275,0.249
18.27667,0.249
18.27833,0.248
18.28,0.247
18.28167,0.248
18.28333,0.247
18.285,0.246
18.28667,0.244
18.28833,0.244
18.29,0.244
18.29167,0.243
18.29333,0.243
18.295,0.244
18.29667,0.244
18.29833,0.243
18.3,0.242
18.30167,0.24
18.30333,0.24
18.305,0.241
18.30667,0.24
18.30833,0.24
18.31,0.238
18.31167,0.235
18.31333,0.236
18.315,0.235
18.31667,0.235
18.31833,0.235
18.32,0.237
18.32167,0.238
18.32333,0.238
18.325,0.239
18.32667,0.238
18.32833,0.238
18.33,0.238
18.33167,0.239
18.33333,0.239
18.335,0.241
18.33667,0.237
18.33833,0.237
18.34,0.237
18.34167,0.237
18.34333,0.235
18.345,0.234
18.34667,0.235
18.34833,0.237
18.35,0.236
18.35167,0.237
18.35333,0.237
18.355,0.238
18.35667,0.237
18.35833,0.234
18.36,0.233
18.36167,0.234
18.36333,0.234
18.365,0.235
18.36667,0.233
18.36833,0.232
18.37,0.231
18.37167,0.23
18.37333,0.23
18.375,0.229
18.37667,0.23
18.37833,0.229
18.38,0.227
18.38167,0.227
18.38333,0.228
18.385,0.226
18.38667,0.225
18.38833,0.224
18.39,0.225
18.39167,0.226
18.39333,0.228
18.395,0.228
18.39667,0.23
18.39833,0.23
18.4,0.229
18.40167,0.228
18.40333,0.226
18.405,0.226
18.40667,0.226
18.40833,0.228
18.41,0.23
18.41167,0.231
18.41333,0.23
18.415,0.229
18.41667,0.23
18.41833,0.228
18.42,0.23
18.42167,0.23
18.42333,0.229
18.425,0.227
18.42667,0.226
18.42833,0.226
18.43,0.226
18.43167,0.226
18.43333,0.226
18.435,0.227
18.43667,0.227
18.43833,0.228
18.44,0.229
18.44167,0.231
18.44333,0.231
18.445,0.232
18.44667,0.231
18.44833,0.23
18.45,0.23
18.45167,0.23
18.45333,0.229
18.455,0.228
18.45667,0.227
18.45833,0.228
18.46,0.226
18.46167,0.226
18.46333,0.228
18.465,0.229
18.46667,0.228
18.46833,0.225
18.47,0.225
18.47167,0.225
18.47333,0.225
18.475,0.223
18.47667,0.221
18.47833,0.222
18.48,0.222
18.48167,0.221
18.48333,0.221
18.485,0.222
18.48667,0.222
18.48833,0.222
18.49,0.224
18.49167,0.224
18.49333,0.222
18.495,0.221
18.49667,0.221
18.49833,0.22
18.5,0.22
18.50167,0.22
18.50333,0.22
18.505,0.22
18.50667,0.22
18.50833,0.22
18.51,0.22
18.51167,0.22
18.51333,0.221
18.515,0.22
18.51667,0.219
18.51833,0.217
18.52,0.217
18.52167,0.219
18.52333,0.218
18.525,0.22
18.52667,0.219
18.52833,0.22
18.53,0.221
18.53167,0.221
18.53333,0.221
18.535,0.221
18.53667,0.22
18.53833,0.22
18.54,0.219
18.54167,0.219
18.54333,0.217
18.545,0.217
18.54667,0.217
18.54833,0.217
18.55,0.217
18.55167,0.217
18.55333,0.216
18.555,0.216
18.55667,0.217
18.55833,0.217
18.56,0.219
18.56167,0.218
18.56333,0.217
18.565,0.215
18.56667,0.215
18.56833,0.216
18.57,0.216
18.57167,0.215
18.57333,0.213
18.575,0.214
18.57667,0.213
18.57833,0.212
18.58,0.212
18.58167,0.211
18.58333,0.21
18.585,0.21
18.58667,0.21
18.58833,0.211
18.59,0.211
18.59167,0.211
18.59333,0.21
18.595,0.208
18.59667,0.208
18.59833,0.208
18.6,0.208
18.60167,0.211
18.60333,0.21
18.605,0.21
18.60667,0.21
18.60833,0.21
18.61,0.21
18.61167,0.208
18.61333,0.209
18.615,0.21
18.61667,0.211
18.61833,0.213
18.62,0.213
18.62167,0.212
18.62333,0.211
18.625,0.211
18.62667,0.21
18.62833,0.212
18.63,0.21
18.63167,0.207
18.63333,0.207
18.635,0.209
18.63667,0.209
18.63833,0.211
18.64,0.21
18.64167,0.209
18.64333,0.208
18.645,0.207
18.64667,0.206
18.64833,0.206
18.65,0.206
18.65167,0.209
18.65333,0.21
18.655,0.206
18.65667,0.206
18.65833,0.206
18.66,0.206
18.66167,0.206
18.66333,0.207
18.665,0.21
18.66667,0.21
18.66833,0.211
18.67,0.211
18.67167,0.211
18.67333,0.21
18.675,0.209
18.67667,0.209
18.67833,0.209
18.68,0.207
18.68167,0.208
18.68333,0.207
18.685,0.207
18.68667,0.207
18.68833,0.207
18.69,0.208
18.69167,0.21
18.69333,0.21
18.695,0.21
18.69667,0.208
18.69833,0.208
18.7,0.206
18.70167,0.204
18.70333,0.205
18.705,0.206
18.70667,0.206
18.70833,0.207
18.71,0.206
18.71167,0.205
18.71333,0.206
18.715,0.206
18.71667,0.205
18.71833,0.206
18.72,0.206
18.72167,0.207
18.72333,0.207
18.725,0.205
18.72667,0.204
18.72833,0.204
18.73,0.203
18.73167,0.206
18.73333,0.206
18.735,0.206
18.73667,0.204
18.73833,0.203
18.74,0.205
18.74167,0.204
18.74333,0.202
18.745,0.202
18.74667,0.2
18.74833,0.201
18.75,0.2
18.75167,0.201
18.75333,0.202
18.755,0.203
18.75667,0.202
18.75833,0.202
18.76,0.202
18.76167,0.204
18.76333,0.204
18.765,0.204
18.76667,0.203
18.76833,0.201
18.77,0.201
18.77167,0.202
18.77333,0.203
18.775,0.201
18.77667,0.201
18.77833,0.201
18.78,0.201
18.78167,0.201
18.78333,0.2
18.785,0.2
18.78667,0.2
18.78833,0.201
18.79,0.2
18.79167,0.197
18.79333,0.197
18.795,0.197
18.79667,0.197
18.79833,0.196
18.8,0.197
18.80167,0.197
18.80333,0.197
18.805,0.198
18.80667,0.199
18.80833,0.198
18.81,0.197
18.81167,0.197
18.81333,0.197
18.815,0.196
18.81667,0.196
18.81833,0.195
18.82,0.193
18.82167,0.195
18.82333,0.195
18.825,0.194
18.82667,0.195
18.82833,0.195
18.83,0.197
18.83167,0.196
18.83333,0.196
18.835,0.194
18.83667,0.193
18.83833,0.194
18.84,0.194
18.84167,0.196
18.84333,0.193
18.845,0.193
18.84667,0.192
18.84833,0.19
18.85,0.19
18.85167,0.193
18.85333,0.194
18.855,0.195
18.85667,0.194
18.85833,0.193
18.86,0.194
18.86167,0.194
18.86333,0.194
18.865,0.193
18.86667,0.193
18.86833,0.193
18.87,0.193
18.87167,0.193
18.87333,0.193
18.875,0.192
18.87667,0.189
18.87833,0.19
18.88,0.194
18.88167,0.195
18.88333,0.195
18.885,0.194
18.88667,0.195
18.88833,0.197
18.89,0.195
18.89167,0.195
18.89333,0.193
18.895,0.193
18.89667,0.193
18.89833,0.194
18.9,0.193
18.90167,0.192
18.90333,0.192
18.905,0.194
18.90667,0.193
18.90833,0.193
18.91,0.193
18.91167,0.193
18.91333,0.194
18.915,0.193
18.91667,0.192
18.91833,0.19
18.92,0.191
18.92167,0.19
18.92333,0.19
18.925,0.191
18.92667,0.192
18.92833,0.193
18.93,0.192
18.93167,0.19
18.93333,0.19
18.935,0.19
18.93667,0.192
18.93833,0.19
18.94,0.19
18.94167,0.189
18.94333,0.188
18.945,0.189
18.94667,0.19
18.94833,0.189
18.95,0.191
18.95167,0.191
18.95333,0.191
18.955,0.191
18.95667,0.19
18.95833,0.19
18.96,0.19
18.96167,0.189
18.96333,0.187
18.965,0.187
18.96667,0.187
18.96833,0.186
18.97,0.186
18.97167,0.188
18.97333,0.19
18.975,0.189
18.97667,0.189
18.97833,0.189
18.98,0.189
18.98167,0.19
18.98333,0.19
18.985,0.19
18.98667,0.189
18.98833,0.189
18.99,0.191
18.99167,0.191
18.99333,0.191
18.995,0.19
18.99667,0.189
18.99833,0.187
19,0.186
19.00167,0.186
19.00333,0.184
19.005,0.184
19.00667,0.186
19.00833,0.187
19.01,0.187
19.01167,0.189
19.01333,0.187
19.015,0.189
19.01667,0.187
19.01833,0.187
19.02,0.19
19.02167,0.19
19.02333,0.19
19.025,0.189
19.02667,0.188
19.02833,0.187
19.03,0.187
19.03167,0.187
19.03333,0.186
19.035,0.184
19.03667,0.183
19.03833,0.182
19.04,0.18
19.04167,0.178
19.04333,0.179
19.045,0.18
19.04667,0.18
19.04833,0.18
19.05,0.181
19.05167,0.182
19.05333,0.182
19.055,0.183
19.05667,0.184
19.05833,0.185
19.06,0.187
19.06167,0.186
19.06333,0.185
19.065,0.186
19.06667,0.186
19.06833,0.183
19.07,0.181
19.07167,0.182
19.07333,0.182
19.075,0.18
19.07667,0.181
19.07833,0.182
19.08,0.18
19.08167,0.18
19.08333,0.183
19.085,0.183
19.08667,0.183
19.08833,0.184
19.09,0.184
19.09167,0.184
19.09333,0.183
19.095,0.184
19.09667,0.183
19.09833,0.182
19.1,0.181
19.10167,0.181
19.10333,0.182
19.105,0.181
19.10667,0.181
19.10833,0.18
19.11,0.178
19.11167,0.178
19.11333,0.179
19.115,0.179
19.11667,0.179
19.11833,0.177
19.12,0.177
19.12167,0.177
19.12333,0.178
19.125,0.18
19.12667,0.184
19.12833,0.182
19.13,0.182
19.13167,0.181
19.13333,0.181
19.135,0.179
19.13667,0.179
19.13833,0.177
19.14,0.178
19.14167,0.179
19.14333,0.176
19.145,0.175
19.14667,0.174
19.14833,0.174
19.15,0.175
19.15167,0.176
19.15333,0.177
19.155,0.178
19.15667,0.178
19.15833,0.177
19.16,0.176
19.16167,0.177
19.16333,0.176
19.165,0.176
19.16667,0.176
19.16833,0.178
19.17,0.179
19.17167,0.179
19.17333,0.179
19.175,0.178
19.17667,0.177
19.17833,0.176
19.18,0.177
19.18167,0.175
19.18333,0.176
19.185,0.176
19.18667,0.176
19.18833,0.176
19.19,0.175
19.19167,0.176
19.19333,0.176
19.195,0.175
19.19667,0.175
19.19833,0.174
19.2,0.174
19.20167,0.174
19.20333,0.174
19.205,0.174
19.20667,0.175
19.20833,0.175
19.21,0.174
19.21167,0.174
19.21333,0.175
19.215,0.174
19.21667,0.172
19.21833,0.172
19.22,0.172
19.22167,0.174
19.22333,0.175
19.225,0.175
19.22667,0.176
19.22833,0.175
19.23,0.176
19.23167,0.178
19.23333,0.178
19.235,0.178
19.23667,0.178
19.23833,0.178
19.24,0.179
19.24167,0.179
19.24333,0.176
19.245,0.175
19.24667,0.175
19.24833,0.174
19.25,0.175
19.25167,0.176
19.25333,0.176
19.255,0.176
19.25667,0.177
19.25833,0.177
19.26,0.175
19.26167,0.174
19.26333,0.175
19.265,0.174
19.26667,0.175
19.26833,0.173
19.27,0.175
19.27167,0.174
19.27333,0.175
19.275,0.173
19.27667,0.173
19.27833,0.175
19.28,0.176
19.28167,0.175
19.28333,0.173
19.285,0.172
19.28667,0.173
19.28833,0.172
19.29,0.174
19.29167,0.172
19.29333,0.173
19.295,0.174
19.29667,0.174
19.29833,0.174
19.3,0.172
19.30167,0.172
19.30333,0.173
19.305,0.172
19.30667,0.172
19.30833,0.171
19.31,0.171
19.31167,0.171
19.31333,0.17
19.315,0.171
19.31667,0.171
19.31833,0.171
19.32,0.173
19.32167,0.171
19.32333,0.17
19.325,0.17
19.32667,0.17
19.32833,0.169
19.33,0.169
19.33167,0.169
19.33333,0.169
19.335,0.169
19.33667,0.17
19.33833,0.17
19.34,0.17
19.34167,0.169
19.34333,0.168
19.345,0.166
19.34667,0.167
19.34833,0.167
19.35,0.167
19.35167,0.168
19.35333,0.167
19.355,0.167
19.35667,0.167
19.35833,0.167
19.36,0.167
19.36167,0.167
19.36333,0.167
19.365,0.166
19.36667,0.167
19.36833,0.168
19.37,0.168
19.37167,0.166
19.37333,0.164
19.375,0.165
19.37667,0.165
19.37833,0.165
19.38,0.165
19.38167,0.167
19.38333,0.169
19.385,0.169
19.38667,0.168
19.38833,0.168
19.39,0.167
19.39167,0.168
19.39333,0.165
19.395,0.165
19.39667,0.165
